{
'Raw input: ######kkoyöjy':'('LD output: kkoyöjy', 'UDT output: kkoyöjy')'
'Raw input: ####asmöälo##':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: ###asmöälo###':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: ##asmöälo####':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: #asmöälo#####':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: asmöälo######':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: ######kiegfhu':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: #####kiegfhu#':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: ####kiegfhu##':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: ###kiegfhu###':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: ##kiegfhu####':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: #kiegfhu#####':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: kiegfhu######':'('LD output: kiegfhu', 'UDT output: kiegfhu')'
'Raw input: ######mmoenfd':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: #####mmoenfd#':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: ####mmoenfd##':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: ###mmoenfd###':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: ##mmoenfd####':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: #mmoenfd#####':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: mmoenfd######':'('LD output: mmoenfd', 'UDT output: mmoenfd')'
'Raw input: ######tldfnkd':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: #####tldfnkd#':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: ####tldfnkd##':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: ###tldfnkd###':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: ##tldfnkd####':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: #tldfnkd#####':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: tldfnkd######':'('LD output: tldfnkd', 'UDT output: tldfnkd')'
'Raw input: ######jätreud':'('LD output: jätroud', 'UDT output: jätreud')'
'Raw input: #####jätreud#':'('LD output: jätrerd', 'UDT output: jätreud')'
'Raw input: ####jätreud##':'('LD output: jätreud', 'UDT output: jätreud')'
'Raw input: ###jätreud###':'('LD output: jätreud', 'UDT output: jätreud')'
'Raw input: ##jätreud####':'('LD output: jätreud', 'UDT output: jätreud')'
'Raw input: #jätreud#####':'('LD output: jätreud', 'UDT output: jätreud')'
'Raw input: jätreud######':'('LD output: jätreud', 'UDT output: jätreud')'
'Raw input: ######fnufösb':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: #####fnufösb#':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: ####fnufösb##':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: ###fnufösb###':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: ##fnufösb####':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: #fnufösb#####':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: fnufösb######':'('LD output: fnufösb', 'UDT output: fnufösb')'
'Raw input: ######päpbfko':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: #####päpbfko#':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: ####päpbfko##':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: ###päpbfko###':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: ##päpbfko####':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: #päpbfko#####':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: päpbfko######':'('LD output: päpbfko', 'UDT output: päpbfko')'
'Raw input: ######drklojb':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: #####drklojb#':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: ####drklojb##':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: ###drklojb###':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: ##drklojb####':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: #drklojb#####':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: drklojb######':'('LD output: drklojb', 'UDT output: drklojb')'
'Raw input: ######jtiribs':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: #####jtiribs#':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: ####jtiribs##':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: ###jtiribs###':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: ##jtiribs####':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: #jtiribs#####':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: jtiribs######':'('LD output: jtiribs', 'UDT output: jtiribs')'
'Raw input: ######gpdmdkj':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: #####gpdmdkj#':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: ####gpdmdkj##':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: ###gpdmdkj###':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: ##gpdmdkj####':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: #gpdmdkj#####':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: gpdmdkj######':'('LD output: gpdmdkj', 'UDT output: gpdmdkj')'
'Raw input: ######ukpkgre':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: #####ukpkgre#':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: ####ukpkgre##':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: ###ukpkgre###':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: ##ukpkgre####':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: #ukpkgre#####':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: ukpkgre######':'('LD output: ukpkgre', 'UDT output: ukpkgre')'
'Raw input: ######dtyupdf':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: #####dtyupdf#':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: ####dtyupdf##':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: ###dtyupdf###':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: ##dtyupdf####':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: #dtyupdf#####':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: dtyupdf######':'('LD output: dtyupdf', 'UDT output: dtyupdf')'
'Raw input: ######ygjueyy':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: #####ygjueyy#':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: ####ygjueyy##':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: ###ygjueyy###':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: ##ygjueyy####':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: #ygjueyy#####':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: ygjueyy######':'('LD output: ygjueyy', 'UDT output: ygjueyy')'
'Raw input: ######fkkitpr':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: #####fkkitpr#':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: ####fkkitpr##':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: ###fkkitpr###':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: ##fkkitpr####':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: #fkkitpr#####':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: fkkitpr######':'('LD output: fkkitpr', 'UDT output: fkkitpr')'
'Raw input: ######hhtögny':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: #####hhtögny#':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: ####hhtögny##':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: ###hhtögny###':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: ##hhtögny####':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: #hhtögny#####':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: hhtögny######':'('LD output: hhtögny', 'UDT output: hhtögny')'
'Raw input: ######bsbidks':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: #####bsbidks#':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: ####bsbidks##':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: ###bsbidks###':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: ##bsbidks####':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: #bsbidks#####':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: bsbidks######':'('LD output: bsbidks', 'UDT output: bsbidks')'
'Raw input: ######gofjbgn':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: #####gofjbgn#':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: ####gofjbgn##':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: ###gofjbgn###':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: ##gofjbgn####':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: #gofjbgn#####':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: gofjbgn######':'('LD output: gofjbgn', 'UDT output: gofjbgn')'
'Raw input: ######jvsakpf':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: #####jvsakpf#':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: ####jvsakpf##':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: ###jvsakpf###':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: ##jvsakpf####':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: #jvsakpf#####':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: jvsakpf######':'('LD output: jvsakpf', 'UDT output: jvsakpf')'
'Raw input: ######oääogna':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: #####oääogna#':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: ####oääogna##':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: ###oääogna###':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: ##oääogna####':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: #oääogna#####':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: oääogna######':'('LD output: oääogna', 'UDT output: oääogna')'
'Raw input: ######dykdäjj':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: #####dykdäjj#':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: ####dykdäjj##':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: ###dykdäjj###':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: ##dykdäjj####':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: #dykdäjj#####':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: dykdäjj######':'('LD output: dykdäjj', 'UDT output: dykdäjj')'
'Raw input: ######övnlrro':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: #####övnlrro#':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: ####övnlrro##':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: ###övnlrro###':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: ##övnlrro####':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: #övnlrro#####':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: övnlrro######':'('LD output: övnlrro', 'UDT output: övnlrro')'
'Raw input: ######ygägpom':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: #####ygägpom#':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: ####ygägpom##':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: ###ygägpom###':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: ##ygägpom####':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: #ygägpom#####':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: ygägpom######':'('LD output: ygägpom', 'UDT output: ygägpom')'
'Raw input: ######ygnjrtr':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: #####ygnjrtr#':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: ####ygnjrtr##':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: ###ygnjrtr###':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: ##ygnjrtr####':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: #ygnjrtr#####':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: ygnjrtr######':'('LD output: ygnjrtr', 'UDT output: ygnjrtr')'
'Raw input: ######iealräj':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: #####iealräj#':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: ####iealräj##':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: ###iealräj###':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: ##iealräj####':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: #iealräj#####':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: iealräj######':'('LD output: iealräj', 'UDT output: iealräj')'
'Raw input: ######irkhpsl':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: #####irkhpsl#':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: ####irkhpsl##':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: ###irkhpsl###':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: ##irkhpsl####':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: #irkhpsl#####':'('LD output: irkhpsl', 'UDT output: irkhpsl')'
'Raw input: irkhpsl######':'('LD output: irkhhsl', 'UDT output: irkhpsl')'
'Raw input: ######uöbadfe':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: #####uöbadfe#':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: ####uöbadfe##':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: ###uöbadfe###':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: ##uöbadfe####':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: #uöbadfe#####':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: uöbadfe######':'('LD output: uöbadfe', 'UDT output: uöbadfe')'
'Raw input: ######tfpmkph':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: #####tfpmkph#':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: ####tfpmkph##':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: ###tfpmkph###':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: ##tfpmkph####':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: #tfpmkph#####':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: tfpmkph######':'('LD output: tfpmkph', 'UDT output: tfpmkph')'
'Raw input: ######rvuäkäm':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: #####rvuäkäm#':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: ####rvuäkäm##':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: ###rvuäkäm###':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: ##rvuäkäm####':'('LD output: rvuvkäm', 'UDT output: rvuäkäm')'
'Raw input: #rvuäkäm#####':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: rvuäkäm######':'('LD output: rvuäkäm', 'UDT output: rvuäkäm')'
'Raw input: ######jivbgrp':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: #####jivbgrp#':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: ####jivbgrp##':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: ###jivbgrp###':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: ##jivbgrp####':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: #jivbgrp#####':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: jivbgrp######':'('LD output: jivbgrp', 'UDT output: jivbgrp')'
'Raw input: ######pnmtpur':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: #####pnmtpur#':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: ####pnmtpur##':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: ###pnmtpur###':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: ##pnmtpur####':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: #pnmtpur#####':'('LD output: pmmtpur', 'UDT output: pnmtpur')'
'Raw input: pnmtpur######':'('LD output: pnmtpur', 'UDT output: pnmtpur')'
'Raw input: ######ihbövei':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: #####ihbövei#':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: ####ihbövei##':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: ###ihbövei###':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: ##ihbövei####':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: #ihbövei#####':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: ihbövei######':'('LD output: ihbövei', 'UDT output: ihbövei')'
'Raw input: ######myfedmy':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: #####myfedmy#':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: ####myfedmy##':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: ###myfedmy###':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: ##myfedmy####':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: #myfedmy#####':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: myfedmy######':'('LD output: myfedmy', 'UDT output: myfedmy')'
'Raw input: ######smnkaui':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: #####smnkaui#':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: ####smnkaui##':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: ###smnkaui###':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: ##smnkaui####':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: #smnkaui#####':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: smnkaui######':'('LD output: smnkaui', 'UDT output: smnkaui')'
'Raw input: ######obiäfli':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: #####obiäfli#':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: ####obiäfli##':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: ###obiäfli###':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: ##obiäfli####':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: #obiäfli#####':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: obiäfli######':'('LD output: obiäfli', 'UDT output: obiäfli')'
'Raw input: ######ukyonjm':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: #####ukyonjm#':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: ####ukyonjm##':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: ###ukyonjm###':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: ##ukyonjm####':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: #ukyonjm#####':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: ukyonjm######':'('LD output: ukyonjm', 'UDT output: ukyonjm')'
'Raw input: ######fhhmlve':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: #####fhhmlve#':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: ####fhhmlve##':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: ###fhhmlve###':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: ##fhhmlve####':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: #fhhmlve#####':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: fhhmlve######':'('LD output: fhhmlve', 'UDT output: fhhmlve')'
'Raw input: ######fgkuoäd':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: #####fgkuoäd#':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: ####fgkuoäd##':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: ###fgkuoäd###':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: ##fgkuoäd####':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: #fgkuoäd#####':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: fgkuoäd######':'('LD output: fgkuoäd', 'UDT output: fgkuoäd')'
'Raw input: ######hupklnm':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: #####hupklnm#':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: ####hupklnm##':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: ###hupklnm###':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: ##hupklnm####':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: #hupklnm#####':'('LD output: hupklnm', 'UDT output: hupklnm')'
'Raw input: hupklnm######':'('LD output: hupklum', 'UDT output: hupklnm')'
